This file was written by a simple STM32F0 SD card example.
More specifically, by build number 46, created on 20170223.
The example provides a simple temperature logger:
Time (ms), Temperature (°C)
00154000, 49.65
00154100, 49.84
00154200, 49.28
00154300, 48.91
00154400, 49.28
00154500, 49.28
00154600, 48.72
00154700, 49.28
00154800, 49.84
00154900, 49.65
00155000, 48.91
00155100, 49.28
00155200, 49.65
00155300, 48.72
00155400, 49.09
00155500, 49.47
00155600, 49.47
00155700, 49.28
00155800, 49.28
00155900, 49.65
00156000, 49.28
00156100, 49.09
00156200, 49.09
00156300, 49.65
00156400, 48.91
00156500, 49.28
00156600, 49.28
00156700, 48.72
00156800, 49.09
00156900, 48.91
00157000, 48.53
00157100, 49.09
00157200, 49.09
00157300, 48.72
00157400, 48.91
00157500, 49.65
00157600, 49.28
00157700, 49.28
00157800, 49.09
00157900, 49.09
00158000, 48.91
00158100, 48.53
00158200, 48.72
00158300, 48.91
00158400, 48.53
00158500, 48.53
00158600, 49.65
00158700, 49.47
00158800, 48.72
00158900, 48.72
00159000, 49.09
00159100, 49.09
00159200, 49.47
00159300, 48.72
00159400, 48.91
00159500, 48.72
00159600, 49.47
00159700, 49.09
00159800, 49.09
00159900, 48.91
00160000, 48.72
00160100, 48.91
00160200, 49.28
00160300, 48.72
00160400, 49.09
00160500, 49.28
00160600, 49.09
00160700, 48.53
00160800, 49.28
00160900, 48.72
00161000, 48.53
00161100, 48.16
00161200, 49.09
00161300, 48.72
00161400, 48.53
00161500, 48.53
00161600, 48.72
00161700, 48.53
00161800, 48.53
00161900, 48.72
00162000, 49.09
00162100, 48.53
00162200, 48.34
00162300, 48.53
00162400, 48.16
00162500, 48.72
00162600, 48.34
00162700, 48.72
00162800, 48.53
00162900, 48.53
00163000, 48.72
00163100, 48.72
00163200, 48.72
00163300, 48.72
00163400, 48.72
00163500, 48.53
00163600, 48.34
00163700, 48.53
00163800, 48.53
00163900, 48.72
00164000, 48.53
00164100, 48.72
00164200, 48.34
00164300, 48.72
00164400, 48.53
00164500, 48.34
00164600, 48.53
00164700, 48.16
00164800, 49.28
00164900, 48.53
00165000, 48.53
00165100, 48.34
00165200, 48.53
00165300, 48.34
00165400, 48.34
00165500, 48.72
00165600, 48.16
00165700, 48.91
00165800, 48.34
00165900, 48.34
00166000, 48.34
00166100, 48.16
00166200, 48.91
00166300, 48.53
00166400, 48.16
00166500, 48.72
00166600, 47.97
00166700, 48.72
00166800, 48.16
00166900, 48.72
00167000, 48.16
00167100, 48.16
00167200, 48.72
00167300, 48.34
00167400, 48.53
00167500, 48.34
00167600, 47.97
00167700, 48.34
00167800, 47.97
00167900, 48.72
00168000, 48.34
00168100, 48.53
00168200, 48.53
00168300, 48.34
00168400, 48.72
00168500, 48.53
00168600, 48.34
00168700, 48.34
00168800, 48.53
00168900, 48.34
00169000, 48.16
00169100, 48.34
00169200, 48.72
00169300, 48.34
00169400, 47.97
00169500, 47.97
00169600, 48.53
00169700, 47.78
00169800, 47.78
00169900, 47.97
00170000, 48.16
00170100, 48.16
00170200, 47.78
00170300, 48.53
00170400, 48.16
00170500, 47.78
00170600, 48.16
00170700, 48.16
00170800, 48.53
00170900, 48.53
00171000, 48.53
00171100, 47.97
00171200, 47.78
00171300, 47.78
00171400, 47.78
00171500, 48.34
00171600, 48.53
00171700, 47.59
00171800, 48.16
00171900, 47.78
00172000, 47.97
00172100, 48.16
00172200, 48.53
00172300, 48.16
00172400, 47.78
00172500, 47.97
00172600, 48.34
00172700, 48.34
00172800, 47.78
00172900, 47.97
00173000, 47.78
00173100, 48.16
00173200, 48.34
00173300, 47.78
00173400, 48.34
00173500, 47.78
00173600, 47.97
00173700, 47.97
00173800, 48.34
00173900, 47.78
00174000, 47.41
00174100, 48.53
00174200, 48.53
00174300, 47.78
00174400, 48.34
00174500, 47.41
00174600, 47.97
00174700, 47.78
00174800, 47.41
00174900, 48.16
00175000, 48.34
00175100, 47.97
00175200, 47.78
00175300, 47.59
00175400, 47.59
00175500, 47.41
00175600, 47.97
00175700, 47.59
00175800, 47.97
00175900, 47.78
00176000, 48.34
00176100, 47.97
00176200, 47.97
00176300, 47.97
00176400, 48.34
00176500, 47.78
00176600, 47.78
00176700, 47.59
00176800, 47.97
00176900, 47.41
00177000, 47.41
00177100, 47.78
00177200, 47.59
00177300, 47.78
00177400, 48.16
00177500, 48.34
00177600, 48.16
00177700, 47.97
00177800, 47.78
00177900, 48.16
00178000, 47.78
00178100, 47.78
00178200, 47.59
00178300, 47.41
00178400, 47.78
00178500, 47.78
00178600, 47.97
00178700, 47.78
00178800, 48.34
00178900, 47.59
00179000, 47.41
00179100, 47.41
00179200, 48.34
00179300, 47.78
00179400, 47.41
00179500, 48.16
00179600, 47.97
00179700, 47.97
00179800, 46.66
00179900, 47.59
00180000, 47.78
00180100, 47.59
00180200, 47.78
00180300, 47.41
00180400, 47.59
00180500, 47.78
00180600, 47.97
00180700, 47.78
00180800, 47.78
00180900, 47.59
00181000, 47.59
00181100, 47.22
00181200, 47.41
00181300, 48.16
00181400, 47.78
00181500, 47.59
00181600, 47.41
00181700, 47.59
00181800, 47.41
00181900, 47.41
00182000, 47.22
00182100, 47.97
00182200, 47.59
00182300, 47.59
00182400, 47.41
00182500, 47.22
00182600, 47.59
00182700, 47.41
00182800, 47.22
00182900, 47.03
00183000, 47.97
00183100, 47.78
00183200, 47.41
00183300, 47.59
00183400, 47.59
00183500, 47.03
00183600, 47.22
00183700, 46.66
00183800, 47.78
00183900, 47.41
00184000, 47.41
00184100, 48.16
00184200, 47.78
00184300, 47.59
00184400, 47.59
00184500, 47.78
00184600, 47.41
00184700, 47.22
00184800, 47.59
00184900, 47.22
00185000, 47.59
00185100, 47.41
00185200, 47.59
00185300, 47.41
00185400, 47.22
00185500, 47.41
00185600, 47.59
00185700, 47.41
00185800, 48.16
00185900, 47.22
00186000, 47.22
00186100, 47.78
00186200, 47.41
00186300, 47.41
00186400, 47.41
00186500, 47.59
00186600, 47.41
00186700, 47.03
00186800, 47.03
00186900, 47.03
00187000, 47.22
00187100, 47.59
00187200, 47.59
00187300, 47.22
00187400, 47.59
00187500, 47.41
00187600, 47.22
00187700, 47.03
00187800, 47.78
00187900, 46.66
00188000, 47.41
00188100, 47.41
00188200, 47.03
00188300, 47.78
00188400, 47.97
00188500, 47.59
00188600, 47.78
00188700, 47.22
00188800, 47.59
00188900, 46.84
00189000, 47.03
00189100, 47.22
00189200, 47.03
00189300, 47.22
00189400, 47.22
00189500, 47.22
00189600, 47.22
00189700, 47.59
00189800, 47.22
00189900, 47.22
00190000, 47.22
00190100, 46.84
00190200, 47.41
00190300, 47.03
00190400, 47.59
00190500, 46.84
00190600, 47.97
00190700, 47.41
00190800, 47.59
00190900, 47.03
00191000, 47.41
00191100, 46.84
00191200, 47.03
00191300, 47.03
00191400, 47.22
00191500, 47.41
00191600, 47.22
00191700, 46.84
00191800, 46.66
00191900, 47.22
00192000, 46.84
00192100, 46.66
00192200, 47.03
00192300, 47.41
00192400, 47.03
00192500, 47.22
00192600, 47.41
00192700, 47.41
00192800, 46.66
00192900, 46.66
00193000, 47.41
00193100, 46.84
00193200, 46.84
00193300, 47.22
00193400, 46.84
00193500, 47.59
00193600, 47.41
00193700, 47.03
00193800, 46.84
00193900, 46.84
00194000, 46.84
00194100, 47.03
00194200, 46.84
00194300, 46.47
00194400, 46.84
00194500, 47.03
00194600, 46.66
00194700, 46.66
00194800, 47.03
00194900, 46.84
00195000, 47.22
00195100, 46.66
00195200, 46.66
00195300, 47.41
00195400, 47.22
00195500, 47.03
00195600, 46.47
00195700, 46.66
00195800, 46.47
00195900, 46.84
00196000, 46.66
00196100, 46.84
00196200, 46.66
00196300, 46.84
00196400, 47.22
00196500, 46.66
00196600, 46.47
00196700, 47.22
00196800, 46.84
00196900, 46.66
00197000, 47.03
00197100, 46.28
00197200, 46.66
00197300, 47.22
00197400, 46.28
00197500, 47.03
00197600, 46.84
00197700, 47.41
00197800, 46.84
00197900, 46.84
00198000, 46.66
00198100, 46.84
00198200, 46.66
00198300, 46.47
00198400, 47.22
00198500, 46.84
00198600, 46.47
00198700, 46.84
00198800, 46.47
00198900, 46.66
00199000, 46.47
00199100, 46.84
00199200, 46.47
00199300, 46.84
00199400, 47.03
00199500, 46.84
00199600, 47.22
00199700, 46.84
00199800, 46.28
00199900, 46.66
00200000, 47.22
00200100, 47.59
00200200, 46.84
00200300, 46.84
00200400, 46.28
00200500, 46.47
00200600, 46.47
00200700, 46.84
00200800, 47.41
00200900, 46.47
00201000, 46.47
00201100, 47.22
00201200, 46.84
00201300, 46.84
00201400, 46.28
00201500, 46.28
00201600, 46.66
00201700, 46.47
00201800, 46.84
00201900, 46.28
00202000, 47.03
00202100, 46.66
00202200, 46.84
00202300, 46.84
00202400, 46.47
00202500, 46.66
00202600, 46.47
00202700, 46.47
00202800, 47.22
00202900, 46.84
00203000, 46.84
00203100, 46.47
00203200, 47.22
00203300, 47.03
00203400, 46.66
00203500, 47.03
00203600, 46.84
00203700, 46.84
00203800, 46.28
00203900, 46.47
00204000, 46.47
00204100, 47.03
00204200, 47.22
00204300, 45.91
00204400, 46.66
00204500, 46.28
00204600, 46.84
00204700, 46.28
00204800, 46.66
00204900, 46.28
00205000, 46.47
00205100, 46.28
00205200, 46.09
00205300, 46.28
00205400, 46.84
00205500, 46.28
00205600, 46.84
00205700, 46.47
00205800, 46.84
00205900, 46.47
00206000, 46.28
00206100, 46.47
00206200, 46.28
00206300, 46.47
00206400, 47.03
00206500, 46.47
00206600, 46.28
00206700, 46.28
00206800, 46.66
00206900, 46.47
00207000, 46.47
00207100, 46.47
00207200, 45.91
00207300, 46.66
00207400, 46.28
00207500, 47.03
00207600, 46.66
00207700, 45.91
00207800, 46.47
00207900, 46.28
00208000, 45.72
00208100, 46.47
00208200, 46.47
00208300, 46.09
00208400, 46.28
00208500, 46.47
00208600, 46.28
00208700, 46.28
00208800, 46.09
00208900, 46.84
00209000, 45.91
00209100, 46.47
00209200, 46.84
00209300, 46.47
00209400, 46.47
00209500, 46.84
00209600, 46.47
00209700, 46.47
00209800, 46.66
00209900, 46.47
00210000, 46.28
00210100, 46.47
00210200, 46.66
00210300, 45.91
00210400, 46.66
00210500, 45.91
00210600, 46.66
00210700, 45.91
00210800, 46.09
00210900, 46.09
00211000, 46.09
00211100, 46.28
00211200, 46.47
00211300, 46.09
00211400, 46.84
00211500, 46.09
00211600, 46.09
00211700, 46.09
00211800, 46.28
00211900, 46.09
00212000, 46.47
00212100, 45.72
00212200, 45.53
00212300, 46.09
00212400, 46.66
00212500, 46.28
00212600, 46.66
00212700, 46.47
00212800, 46.47
00212900, 46.66
00213000, 45.72
00213100, 45.72
00213200, 45.72
00213300, 45.91
00213400, 45.72
00213500, 46.28
00213600, 45.91
00213700, 46.09
00213800, 46.28
00213900, 46.66
00214000, 46.09
00214100, 46.09
00214200, 46.84
00214300, 46.66
00214400, 45.53
00214500, 45.91
00214600, 45.72
00214700, 46.28
00214800, 45.91
00214900, 46.09
00215000, 46.09
00215100, 46.09
00215200, 45.91
00215300, 45.72
00215400, 45.72
00215500, 46.47
00215600, 46.47
00215700, 45.53
00215800, 44.78
00215900, 46.47
00216000, 46.09
00216100, 46.09
00216200, 46.09
00216300, 46.09
00216400, 46.09
00216500, 46.09
00216600, 46.09
00216700, 46.09
00216800, 45.72
00216900, 45.91
00217000, 46.28
00217100, 46.28
00217200, 46.09
00217300, 45.72
00217400, 45.91
00217500, 45.72
00217600, 46.09
00217700, 45.72
00217800, 45.91
00217900, 46.28
00218000, 45.53
00218100, 46.09
00218200, 45.72
00218300, 45.72
00218400, 45.72
00218500, 46.28
00218600, 45.34
00218700, 45.91
00218800, 45.53
00218900, 45.53
00219000, 45.53
00219100, 45.91
00219200, 45.72
00219300, 45.53
00219400, 46.09
00219500, 45.72
00219600, 46.09
00219700, 45.72
00219800, 46.09
00219900, 46.09
00220000, 46.09
00220100, 45.53
00220200, 46.09
00220300, 46.47
00220400, 45.53
00220500, 46.09
00220600, 45.91
00220700, 45.53
00220800, 45.72
00220900, 46.28
00221000, 45.91
00221100, 45.91
00221200, 45.72
00221300, 46.09
00221400, 45.34
00221500, 45.53
00221600, 45.53
00221700, 46.09
00221800, 46.09
00221900, 45.53
00222000, 45.53
00222100, 45.53
00222200, 44.97
00222300, 45.16
00222400, 45.53
00222500, 45.34
00222600, 46.28
00222700, 45.72
00222800, 44.97
00222900, 45.53
00223000, 45.53
00223100, 46.09
00223200, 45.53
00223300, 45.34
00223400, 45.53
00223500, 45.72
00223600, 45.91
00223700, 46.09
00223800, 45.72
00223900, 45.53
00224000, 45.53
00224100, 45.72
00224200, 45.34
00224300, 46.09
00224400, 45.53
00224500, 44.97
00224600, 45.53
00224700, 45.53
00224800, 45.72
00224900, 45.16
00225000, 45.72
00225100, 45.72
00225200, 45.72
00225300, 45.34
00225400, 45.34
00225500, 45.53
00225600, 45.16
00225700, 45.72
00225800, 45.16
00225900, 45.53
00226000, 45.72
00226100, 45.72
00226200, 45.34
00226300, 45.91
00226400, 45.72
00226500, 45.53
00226600, 45.16
00226700, 45.72
00226800, 45.53
00226900, 45.16
00227000, 45.16
00227100, 45.34
00227200, 45.34
00227300, 45.16
00227400, 45.16
00227500, 45.16
00227600, 45.53
00227700, 45.16
00227800, 45.53
00227900, 45.16
00228000, 45.53
00228100, 45.53
00228200, 45.53
00228300, 45.34
00228400, 45.72
00228500, 44.78
00228600, 45.16
00228700, 45.91
00228800, 45.16
00228900, 45.72
00229000, 45.34
00229100, 45.53
00229200, 45.34
00229300, 44.78
00229400, 44.78
00229500, 44.97
00229600, 44.97
00229700, 45.34
00229800, 44.97
00229900, 45.16
00230000, 44.97
00230100, 45.34
00230200, 45.16
00230300, 45.34
00230400, 44.97
00230500, 45.34
00230600, 45.53
00230700, 45.16
00230800, 44.97
00230900, 44.97
00231000, 45.34
00231100, 44.78
00231200, 45.72
00231300, 44.41
00231400, 44.60
00231500, 44.78
00231600, 45.16
00231700, 45.34
00231800, 45.16
00231900, 45.34
00232000, 44.78
00232100, 45.53
00232200, 45.34
00232300, 45.16
00232400, 45.53
00232500, 45.16
00232600, 45.16
00232700, 44.97
00232800, 45.34
00232900, 44.97
00233000, 45.34
00233100, 45.34
00233200, 45.34
00233300, 45.34
00233400, 44.78
00233500, 44.41
00233600, 45.53
00233700, 44.78
00233800, 44.78
00233900, 45.34
00234000, 44.97
00234100, 44.97
00234200, 44.78
00234300, 44.78
00234400, 44.78
00234500, 45.53
00234600, 44.97
00234700, 45.16
00234800, 44.78
00234900, 45.53
00235000, 44.78
00235100, 45.53
00235200, 44.97
00235300, 45.34
00235400, 45.16
00235500, 45.34
00235600, 45.72
00235700, 45.34
00235800, 45.16
00235900, 44.97
00236000, 44.60
00236100, 45.34
00236200, 44.97
00236300, 45.34
00236400, 44.78
00236500, 45.34
00236600, 45.34
00236700, 45.34
00236800, 45.34
00236900, 45.34
00237000, 44.97
00237100, 44.97
00237200, 45.34
00237300, 44.78
00237400, 45.34
00237500, 44.97
00237600, 44.60
00237700, 45.34
00237800, 45.53
00237900, 45.34
00238000, 44.78
00238100, 45.53
00238200, 45.16
00238300, 44.78
00238400, 44.78
00238500, 45.72
00238600, 44.97
00238700, 45.34
00238800, 45.34
00238900, 44.97
00239000, 45.53
00239100, 45.16
00239200, 45.53
00239300, 44.97
00239400, 44.78
00239500, 45.53
00239600, 44.60
00239700, 45.16
00239800, 44.97
00239900, 45.34
00240000, 44.78
00240100, 44.60
00240200, 44.97
00240300, 44.97
00240400, 45.91
00240500, 44.97
00240600, 45.34
00240700, 45.34
00240800, 44.78
00240900, 45.16
00241000, 44.97
00241100, 44.97
00241200, 45.16
00241300, 45.34
00241400, 44.78
00241500, 44.78
00241600, 45.16
00241700, 45.34
00241800, 44.97
00241900, 44.78
00242000, 44.78
00242100, 44.97
00242200, 45.16
00242300, 44.78
00242400, 45.16
00242500, 44.78
00242600, 44.41
00242700, 44.97
00242800, 44.97
00242900, 45.34
00243000, 44.97
00243100, 45.34
00243200, 44.78
00243300, 44.78
00243400, 44.97
00243500, 44.97
00243600, 44.97
00243700, 45.34
00243800, 45.34
00243900, 44.78
00244000, 44.78
00244100, 45.16
00244200, 44.78
00244300, 45.34
00244400, 44.97
00244500, 44.41
00244600, 44.78
00244700, 44.97
00244800, 44.97
00244900, 45.16
00245000, 45.16
00245100, 45.34
00245200, 44.97
00245300, 44.60
00245400, 44.78
00245500, 44.78
00245600, 44.97
00245700, 45.16
00245800, 45.34
00245900, 45.34
00246000, 45.16
00246100, 46.09
00246200, 45.34
00246300, 44.78
00246400, 44.41
00246500, 44.78
00246600, 44.78
00246700, 44.97
00246800, 45.34
00246900, 45.72
00247000, 44.60
00247100, 44.60
00247200, 44.97
00247300, 44.78
00247400, 44.78
00247500, 44.97
00247600, 44.60
00247700, 44.03
00247800, 45.16
00247900, 45.34
00248000, 44.78
00248100, 44.97
00248200, 45.16
00248300, 45.16
00248400, 44.97
00248500, 45.34
00248600, 44.78
00248700, 44.97
00248800, 44.97
00248900, 44.78
00249000, 45.34
00249100, 44.60
00249200, 44.41
00249300, 45.34
00249400, 44.60
00249500, 45.34
00249600, 45.16
00249700, 44.97
00249800, 44.97
00249900, 44.41
00250000, 44.41
00250100, 44.78
00250200, 45.16
00250300, 44.78
00250400, 44.78
00250500, 44.60
00250600, 44.97
00250700, 45.34
00250800, 44.41
00250900, 44.41
00251000, 44.78
00251100, 44.78
00251200, 44.78
00251300, 44.97
00251400, 44.97
00251500, 45.16
00251600, 44.78
00251700, 44.41
00251800, 44.78
00251900, 44.41
00252000, 45.34
00252100, 44.97
00252200, 45.16
00252300, 44.41
00252400, 44.41
00252500, 45.16
00252600, 44.97
00252700, 45.16
00252800, 44.78
00252900, 44.60
00253000, 44.97
00253100, 44.97
00253200, 45.16
00253300, 44.78
00253400, 44.97
00253500, 44.78
00253600, 44.60
00253700, 44.97
00253800, 44.78
00253900, 44.97
00254000, 44.41
00254100, 44.60
00254200, 45.16
00254300, 44.97
00254400, 44.97
00254500, 44.97
00254600, 44.97
00254700, 45.34
00254800, 44.97
00254900, 44.97
00255000, 45.16
00255100, 45.34
00255200, 44.41
00255300, 44.41
00255400, 44.78
00255500, 44.41
00255600, 45.16
00255700, 44.97
00255800, 44.97
00255900, 44.97
00256000, 44.78
00256100, 44.60
00256200, 44.41
00256300, 44.97
00256400, 45.16
